asmt,fee_parcel,address,county,year,tra,roll_cat,verified_score,confidence,v_total_due,v_total_paid,v_total_balance,v_inst1_status,v_inst2_status,v_delinquent,verified_url,verified_at
830-021-260-000,068-100-001-000,3216 MIDDLETON LN,shasta,2025,1002,CU,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830021260000/2025/0000,2026-07-01T16:39:38.361313
068-150-013-000,068-150-013-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068150013000/2025/0000,2026-07-01T16:39:50.518239
830-013-587-000,068-150-014-000,3600 CHURN CREEK RD,shasta,2025,1262,CU,HOT,0.85,$131.70,$131.70,$0.00,PAID,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/830013587000/2025/0000,2026-07-01T16:39:51.802780
068-150-015-000,068-150-015-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068150015000/2025/0000,2026-07-01T16:39:52.444542
068-150-017-000,068-150-017-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068150017000/2025/0000,2026-07-01T16:39:53.780781
068-200-014-000,068-200-014-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200014000/2025/0000,2026-07-01T16:39:55.729664
068-200-017-000,068-200-017-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200017000/2025/0000,2026-07-01T16:39:57.067742
068-200-022-000,068-200-022-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200022000/2025/0000,2026-07-01T16:39:59.716187
068-200-023-000,068-200-023-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200023000/2025/0000,2026-07-01T16:40:00.542343
068-200-024-000,068-200-024-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200024000/2025/0000,2026-07-01T16:40:01.451025
068-200-026-000,068-200-026-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200026000/2025/0000,2026-07-01T16:40:02.852690
068-200-028-000,068-200-028-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200028000/2025/0000,2026-07-01T16:40:04.429315
068-200-030-000,068-200-030-000,,shasta,2025,1262,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200030000/2025/0000,2026-07-01T16:40:05.768226
068-200-032-000,068-200-032-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200032000/2025/0000,2026-07-01T16:40:07.075544
068-200-034-000,068-200-034-000,,shasta,2025,1268,CS,HOT,0.85,$0.00,$0.00,$0.00,Delinquent,Delinquent,True,https://common2.mptsweb.com/MBC/shasta/tax/main/068200034000/2025/0000,2026-07-01T16:40:08.483115
