asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at
068-600-004-000,68600004000,3832 BLUFFSIDE CT,2025,0,1062,CS,068-600-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600004000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-005-000,68600005000,3808 BLUFFSIDE CT,2025,0,1062,CS,068-600-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600005000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-006-000,68600006000,3821 BLUFFSIDE CT,2025,0,1062,CS,068-600-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600006000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-013-925-000,830013925000,3821 BLUFFSIDE CT,2025,0,1062,CU,068-600-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830013925000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-007-000,68600007000,3843 BLUFFSIDE CT,2025,0,1062,CS,068-600-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600007000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-020-380-000,830020380000,3843 BLUFFSIDE CT,2025,0,1062,CU,068-600-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830020380000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-008-000,68600008000,3867 BLUFFSIDE CT,2025,0,1062,CS,068-600-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600008000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-009-000,68600009000,3705 CANTERBURY DR,2025,0,1062,CS,068-600-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600009000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-010-000,68600010000,3719 CANTERBURY DR,2025,0,1062,CS,068-600-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600010000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-011-000,68600011000,3733 CANTERBURY DR,2025,0,1062,CS,068-600-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600011000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-012-000,68600012000,3747 CANTERBURY DR,2025,0,1062,CS,068-600-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600012000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-013-000,68600013000,3753 CANTERBURY DR,2025,0,1062,CS,068-600-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600013000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-013-100,68600013100,3753 CANTERBURY DR,2025,0,1062,CS,068-600-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600013100/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-014-000,68600014000,3769 CANTERBURY DR,2025,0,1062,CS,068-600-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600014000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-015-000,68600015000,3783 CANTERBURY DR,2025,0,1062,CS,068-600-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600015000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-016-000,68600016000,3797 CANTERBURY DR,2025,0,1062,CS,068-600-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600016000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-002-010-000,830002010000,,2025,0,1062,CU,068-600-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830002010000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-017-000,68600017000,3803 CANTERBURY DR,2025,0,1062,CS,068-600-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600017000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-018-000,68600018000,3819 CANTERBURY DR,2025,0,1062,CS,068-600-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600018000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-019-000,68600019000,3825 CANTERBURY DR,2025,0,1062,CS,068-600-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600019000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-020-000,68600020000,3843 CANTERBURY DR,2025,0,1062,CS,068-600-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600020000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-021-000,68600021000,3861 CANTERBURY DR,2025,0,1062,CS,068-600-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600021000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-022-000,68600022000,3879 CANTERBURY DR,2025,0,1062,CS,068-600-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600022000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-023-000,68600023000,3897 CANTERBURY DR,2025,0,1062,CS,068-600-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600023000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-024-000,68600024000,3888 CANTERBURY DR,2025,0,1062,CS,068-600-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600024000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-019-807-000,830019807000,3888 CANTERBURY DR,2025,0,1062,CU,068-600-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830019807000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-025-000,68600025000,3870 CANTERBURY DR,2025,0,1062,CS,068-600-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600025000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-026-000,68600026000,3852 CANTERBURY DR,2025,0,1062,CS,068-600-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600026000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-027-000,68600027000,3834 CANTERBURY DR,2025,0,1062,CS,068-600-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600027000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-009-523-000,830009523000,3834 CANTERBURY DR,2025,0,1062,CU,068-600-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830009523000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-028-000,68600028000,3810 CANTERBURY DR,2025,0,1062,CS,068-600-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600028000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-029-000,68600029000,1680 CANTER CT,2025,0,1062,CS,068-600-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600029000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-030-000,68600030000,1670 CANTER CT,2025,0,1062,CS,068-600-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600030000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-031-000,68600031000,1660 CANTER CT,2025,0,1062,CS,068-600-031-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600031000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-032-000,68600032000,1650 CANTER CT,2025,0,1062,CS,068-600-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600032000/2025/0000,shasta,2026-07-01T05:17:14.060017
800-012-436-000,800012436000,1650 CANTER CT,2025,0,1062,CU,068-600-032-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800012436000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-033-000,68600033000,1640 CANTER CT,2025,0,1062,CS,068-600-033-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600033000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-034-000,68600034000,1630 CANTER CT,2025,0,1062,CS,068-600-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600034000/2025/0000,shasta,2026-07-01T05:17:14.060017
830-021-720-000,830021720000,1630 CANTER CT,2025,0,1062,CU,068-600-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830021720000/2025/0000,shasta,2026-07-01T05:17:14.060017
068-600-035-000,68600035000,1620 CANTER CT,2025,0,1062,CS,068-600-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600035000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-036-000,68600036000,1610 CANTER CT,2025,0,1062,CS,068-600-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600036000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-037-000,68600037000,1600 CANTER CT,2025,0,1062,CS,068-600-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600037000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-038-000,68600038000,1605 CANTER CT,2025,0,1062,CS,068-600-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600038000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-039-000,68600039000,1645 CANTER CT,2025,0,1062,CS,068-600-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600039000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-040-000,68600040000,1685 CANTER CT,2025,0,1062,CS,068-600-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600040000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-041-000,68600041000,1695 CANTER CT,2025,0,1062,CS,068-600-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600041000/2025/0000,shasta,2026-07-01T05:17:14.061013
990-183-365-000,990183365000,1695 CANTER CT,2025,0,1062,SS,068-600-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183365000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-042-000,68600042000,3776 CANTERBURY RD,2025,0,1062,CS,068-600-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600042000/2025/0000,shasta,2026-07-01T05:17:14.061013
830-007-191-000,830007191000,10442 NORA DR,2025,0,1062,CU,068-600-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830007191000/2025/0000,shasta,2026-07-01T05:17:14.061013
830-007-191-001,830007191001,10442 NORA DR,2025,0,1062,CU,068-600-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830007191001/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-043-000,68600043000,3762 CANTERBURY DR,2025,0,1062,CS,068-600-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600043000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-044-000,68600044000,3740 CANTERBURY DR,2025,0,1062,CS,068-600-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600044000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-045-000,68600045000,3726 CANTERBURY DR,2025,0,1062,CS,068-600-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600045000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-046-000,68600046000,3712 CANTERBURY DR,2025,0,1062,CS,068-600-046-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600046000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-047-000,68600047000,,2025,0,1062,CS,068-600-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600047000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-600-049-000,68600049000,1600 CAMBRIA DR,2025,0,1062,CS,068-600-049-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068600049000/2025/0000,shasta,2026-07-01T05:17:14.061013
068-650-001-000,68650001000,3300 MIDDLETON LN,2025,0,1002,CS,068-650-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650001000/2025/0000,shasta,2026-07-01T05:17:14.913695
830-013-908-000,830013908000,3300 MIDDLETON LN,2025,0,1002,CU,068-650-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830013908000/2025/0000,shasta,2026-07-01T05:17:14.913695
990-180-954-000,990180954000,3300 MIDDLETON LN,2025,0,1002,SS,068-650-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990180954000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-002-000,68650002000,3322 MIDDLETON LN,2025,0,1002,CS,068-650-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650002000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-005-000,68650005000,3388 MIDDLETON LN,2025,0,1002,CS,068-650-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650005000/2025/0000,shasta,2026-07-01T05:17:14.913695
800-008-748-000,800008748000,3388 MIDDLETON LN,2025,0,1002,CU,068-650-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/800008748000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-006-000,68650006000,3385 MIDDLETON LN,2025,0,1002,CS,068-650-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650006000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-007-000,68650007000,3371 MIDDLETON LN,2025,0,1002,CS,068-650-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650007000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-008-000,68650008000,3369 MIDDLETON LN,2025,0,1002,CS,068-650-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650008000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-010-000,68650010000,3325 MIDDLETON LN,2025,0,1002,CS,068-650-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650010000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-011-000,68650011000,3303 MIDDLETON LN,2025,0,1002,CS,068-650-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650011000/2025/0000,shasta,2026-07-01T05:17:14.913695
830-015-926-000,830015926000,3303 MIDDLETON LN,2025,0,1002,CU,068-650-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830015926000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-012-000,68650012000,,2025,0,1002,CS,068-650-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650012000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-013-000,68650013000,3276 MIDDLETON LN,2025,0,1002,CS,068-650-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650013000/2025/0000,shasta,2026-07-01T05:17:14.913695
990-179-933-000,990179933000,3276 MIDDLETON LN,2025,0,1002,SS,068-650-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990179933000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-014-000,68650014000,3288 MIDDLETON LN,2025,0,1002,CS,068-650-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650014000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-015-000,68650015000,1484 AUGUSTINE WAY,2025,0,1002,CS,068-650-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650015000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-016-000,68650016000,3366 MIDDLETON LN,2025,0,1002,CS,068-650-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650016000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-018-000,68650018000,,2025,0,1002,CS,068-650-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650018000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-019-000,68650019000,,2025,0,1002,CS,068-650-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650019000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-650-020-000,68650020000,3344 MIDDLETON LN,2025,0,1002,CS,068-650-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068650020000/2025/0000,shasta,2026-07-01T05:17:14.913695
068-700-001-000,68700001000,3382 LAWRENCE DR,2025,0,1002,CS,068-700-001-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700001000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-002-000,68700002000,3392 LAWRENCE RD,2025,0,1002,CS,068-700-002-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700002000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-003-000,68700003000,1392 MADEWOOD LN,2025,0,1002,CS,068-700-003-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700003000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-004-000,68700004000,1362 MADEWOOD LN,2025,0,1002,CS,068-700-004-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700004000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-005-000,68700005000,1332 MADEWOOD LN,2025,0,1002,CS,068-700-005-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700005000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-006-000,68700006000,1302 MADEWOOD LN,2025,0,1002,CS,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700006000/2025/0000,shasta,2026-07-01T05:17:15.779154
990-183-196-000,990183196000,1302 MADEWOOD LN,2025,0,1002,SS,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990183196000/2025/0000,shasta,2026-07-01T05:17:15.779154
990-184-709-000,990184709000,1302 MADEWOOD LN,2025,0,1002,SS,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990184709000/2025/0000,shasta,2026-07-01T05:17:15.779154
991-183-196-000,991183196000,1302 MADEWOOD LN,2025,0,1002,SS,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991183196000/2025/0000,shasta,2026-07-01T05:17:15.779154
991-183-196-100,991183196100,1302 MADEWOOD LN,2025,0,1002,SU,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991183196100/2025/0000,shasta,2026-07-01T05:17:15.779154
991-183-196-200,991183196200,1302 MADEWOOD LN,2025,0,1002,SS,068-700-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991183196200/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-007-000,68700007000,1305 HERMITAGE CT,2025,0,1002,CS,068-700-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700007000/2025/0000,shasta,2026-07-01T05:17:15.779154
068-700-008-000,68700008000,1335 HERMITAGE CT,2025,0,1002,CS,068-700-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700008000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-009-000,68700009000,1365 HERMITAGE CT,2025,0,1002,CS,068-700-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700009000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-010-000,68700010000,1395 HERMITAGE CT,2025,0,1002,CS,068-700-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700010000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-011-000,68700011000,1398 HERMITAGE CT,2025,0,1002,CS,068-700-011-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700011000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-012-000,68700012000,1368 HERMITAGE CT,2025,0,1002,CS,068-700-012-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700012000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-013-000,68700013000,1338 HERMITAGE CT,2025,0,1002,CS,068-700-013-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700013000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-014-000,68700014000,3493 MERIDIAN DR,2025,0,1002,CS,068-700-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700014000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-015-000,68700015000,3477 MERIDIAN DR,2025,0,1002,CS,068-700-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700015000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-016-000,68700016000,3461 MERIDIAN DR,2025,0,1002,CS,068-700-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700016000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-017-000,68700017000,3445 MERIDIAN DR,2025,0,1002,CS,068-700-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700017000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-018-000,68700018000,3429 MERIDIAN DR,2025,0,1002,CS,068-700-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700018000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-019-000,68700019000,1303 GEHRING CT,2025,0,1002,CS,068-700-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700019000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-020-000,68700020000,1343 GEHRING CT,2025,0,1002,CS,068-700-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700020000/2025/0000,shasta,2026-07-01T05:17:15.780154
830-020-191-000,830020191000,1343 GEHRING CT,2025,0,1002,CU,068-700-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830020191000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-021-000,68700021000,1383 GEHRING CT,2025,0,1002,CS,068-700-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700021000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-022-000,68700022000,1386 GEHRING CT,2025,0,1002,CS,068-700-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700022000/2025/0000,shasta,2026-07-01T05:17:15.780154
830-002-386-000,830002386000,1386 GEHRING CT,2025,0,1002,CU,068-700-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830002386000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-023-000,68700023000,1346 GEHRING CT,2025,0,1002,CS,068-700-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700023000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-024-000,68700024000,3395 MERIDIAN DR,2025,0,1002,CS,068-700-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700024000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-025-000,68700025000,3355 MERIDIAN DR,2025,0,1002,CS,068-700-025-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700025000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-026-000,68700026000,3315 MERIDIAN DR,2025,0,1002,CS,068-700-026-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700026000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-027-000,68700027000,3278 LAWRENCE RD,2025,0,1002,CS,068-700-027-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700027000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-028-000,68700028000,3288 LAWRENCE RD,2025,0,1002,CS,068-700-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700028000/2025/0000,shasta,2026-07-01T05:17:15.780154
068-700-029-000,68700029000,3287 LAWRENCE RD,2025,0,1002,CS,068-700-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/068700029000/2025/0000,shasta,2026-07-01T05:17:15.780154
