asmt,asmt_raw,address,year,roll_year,tra,roll_cat,fee_parcel,detail_url,county,discovered_at,verified_url,verified_at,v_inst1_status,v_inst1_total_due,v_inst1_paid,v_inst1_balance,v_inst2_status,v_inst2_total_due,v_inst2_paid,v_inst2_balance,v_total_due,v_total_paid,v_total_balance,v_delinquent,v_fetch_error,verified_score,confidence
990-181-191-000,990181191000,680 SAN GABRIEL ST,2025,0,1110,SS,077-600-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990181191000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/990181191000/2025/0000,2026-07-01T17:12:42.250729,,,,,,,,,,,,False,,COLD,0.92
991-181-191-000,991181191000,680 SAN GABRIEL ST,2025,0,1110,SS,077-600-034-000,https://common2.mptsweb.com/MBC/shasta/tax/main/991181191000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/991181191000/2025/0000,2026-07-01T17:12:42.814972,PAID,$634.26,$634.26,$0.00,PAID,$634.26,$634.26,$0.00,"$1,268.52","$1,268.52",$0.00,False,,COLD,0.92
077-600-035-000,77600035000,668 SAN GABRIEL ST,2025,0,1110,CS,077-600-035-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600035000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600035000/2025/0000,2026-07-01T17:12:43.565226,PAID,"$2,786.49","$2,786.49",$0.00,PAID,"$2,786.49","$2,786.49",$0.00,"$5,572.98","$5,572.98",$0.00,False,,COLD,0.92
077-600-036-000,77600036000,656 SAN GABRIEL ST,2025,0,1110,CS,077-600-036-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600036000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600036000/2025/0000,2026-07-01T17:12:44.314651,PAID,"$1,397.07","$1,397.07",$0.00,PAID,"$1,397.07","$1,397.07",$0.00,"$2,794.14","$2,794.14",$0.00,False,,COLD,0.92
077-600-037-000,77600037000,644 SAN GABRIEL ST,2025,0,1110,CS,077-600-037-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600037000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600037000/2025/0000,2026-07-01T17:12:45.041828,PAID,"$2,807.76","$2,807.76",$0.00,PAID,"$2,807.76","$2,807.76",$0.00,"$5,615.52","$5,615.52",$0.00,False,,COLD,0.92
077-600-038-000,77600038000,632 SAN GABRIEL ST,2025,0,1110,CS,077-600-038-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600038000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600038000/2025/0000,2026-07-01T17:12:45.774228,PAID,"$2,805.68","$2,805.68",$0.00,PAID,"$2,805.68","$2,805.68",$0.00,"$5,611.36","$5,611.36",$0.00,False,,COLD,0.92
077-600-039-000,77600039000,620 SAN GABRIEL ST,2025,0,1110,CS,077-600-039-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600039000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600039000/2025/0000,2026-07-01T17:12:46.504177,PAID,"$2,718.33","$2,718.33",$0.00,PAID,"$2,718.33","$2,718.33",$0.00,"$5,436.66","$5,436.66",$0.00,False,,COLD,0.92
077-600-040-000,77600040000,608 SAN GABRIEL ST,2025,0,1110,CS,077-600-040-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600040000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600040000/2025/0000,2026-07-01T17:12:47.174319,PAID,"$2,906.58","$2,906.58",$0.00,PAID,"$2,906.58","$2,906.58",$0.00,"$5,813.16","$5,813.16",$0.00,False,,COLD,0.92
077-600-041-000,77600041000,2557 VALENCIA ST,2025,0,1110,CS,077-600-041-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600041000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600041000/2025/0000,2026-07-01T17:12:47.850101,PAID,"$3,080.52","$3,080.52",$0.00,PAID,"$3,080.52","$3,080.52",$0.00,"$6,161.04","$6,161.04",$0.00,False,,COLD,0.92
077-600-042-000,77600042000,2507 VALENCIA ST,2025,0,1110,CS,077-600-042-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600042000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600042000/2025/0000,2026-07-01T17:12:48.481939,PAID,"$3,111.43","$3,111.43",$0.00,PAID,"$3,111.43","$3,111.43",$0.00,"$6,222.86","$6,222.86",$0.00,False,,COLD,0.92
077-600-043-000,77600043000,619 CASA BUENA ST,2025,0,1110,CS,077-600-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600043000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600043000/2025/0000,2026-07-01T17:12:49.192426,PAID,"$2,677.09","$2,677.09",$0.00,PAID,"$2,677.09","$2,677.09",$0.00,"$5,354.18","$5,354.18",$0.00,False,,COLD,0.92
990-184-830-000,990184830000,619 CASA BUENA ST,2025,0,1110,SS,077-600-043-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990184830000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/990184830000/2025/0000,2026-07-01T17:12:49.885530,PAID,$97.48,$97.48,$0.00,PAID,$97.48,$97.48,$0.00,$194.96,$194.96,$0.00,False,,COLD,0.92
077-600-044-000,77600044000,635 CASA BUENA ST,2025,0,1110,CS,077-600-044-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600044000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600044000/2025/0000,2026-07-01T17:12:50.564982,PAID,"$2,652.31","$2,652.31",$0.00,PAID,"$2,652.31","$2,652.31",$0.00,"$5,304.62","$5,304.62",$0.00,False,,COLD,0.92
077-600-045-000,77600045000,651 CASA BUENA ST,2025,0,1110,CS,077-600-045-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600045000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600045000/2025/0000,2026-07-01T17:12:51.256763,PAID,"$2,369.80","$2,369.80",$0.00,PAID,"$2,369.80","$2,369.80",$0.00,"$4,739.60","$4,739.60",$0.00,False,,COLD,0.92
077-600-046-000,77600046000,667 CASA BUENA ST,2025,0,1110,CS,077-600-046-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600046000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600046000/2025/0000,2026-07-01T17:12:51.919461,PAID,"$2,547.52","$2,547.52",$0.00,PAID,"$2,547.52","$2,547.52",$0.00,"$5,095.04","$5,095.04",$0.00,False,,COLD,0.92
077-600-047-000,77600047000,683 CASA BUENA ST,2025,0,1110,CS,077-600-047-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600047000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600047000/2025/0000,2026-07-01T17:12:52.598707,PAID,"$2,781.72","$2,781.72",$0.00,PAID,"$2,781.72","$2,781.72",$0.00,"$5,563.44","$5,563.44",$0.00,False,,COLD,0.92
077-600-048-000,77600048000,699 CASA BUENA ST,2025,0,1110,CS,077-600-048-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600048000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600048000/2025/0000,2026-07-01T17:12:53.284617,PAID,"$3,027.35","$3,027.35",$0.00,PAID,"$3,027.35","$3,027.35",$0.00,"$6,054.70","$6,054.70",$0.00,False,,COLD,0.92
077-600-050-000,77600050000,,2025,0,1110,CS,077-600-050-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600050000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600050000/2025/0000,2026-07-01T17:12:53.999115,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
077-600-051-000,77600051000,,2025,0,1110,CS,077-600-051-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600051000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600051000/2025/0000,2026-07-01T17:12:54.682286,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
077-600-052-000,77600052000,,2025,0,1110,CS,077-600-052-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600052000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600052000/2025/0000,2026-07-01T17:12:55.355274,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
077-600-053-000,77600053000,2564 WARM SPRING LN,2025,0,1110,CS,077-600-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600053000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600053000/2025/0000,2026-07-01T17:12:56.029487,PAID,"$3,078.82","$3,078.82",$0.00,PAID,"$3,078.82","$3,078.82",$0.00,"$6,157.64","$6,157.64",$0.00,False,,COLD,0.92
830-018-819-000,830018819000,2564 WARM SPRING LN,2025,0,1110,CU,077-600-053-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830018819000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830018819000/2025/0000,2026-07-01T17:12:56.775484,PAID,$590.72,$590.72,$0.00,Delinquent,$0.00,$0.00,$0.00,$590.72,$590.72,$0.00,True,,HOT,0.85
077-600-056-000,77600056000,2561 WARM SPRING LN,2025,0,1110,CS,077-600-056-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600056000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600056000/2025/0000,2026-07-01T17:12:57.828114,PAID,"$2,433.24","$2,433.24",$0.00,PAID,"$2,433.24","$2,433.24",$0.00,"$4,866.48","$4,866.48",$0.00,False,,COLD,0.92
830-015-074-000,830015074000,2561 WARM SPRING LN,2025,0,1110,CU,077-600-056-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830015074000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/830015074000/2025/0000,2026-07-01T17:12:58.550445,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
077-600-057-000,77600057000,2591 WARM SPRING LN,2025,0,1110,CS,077-600-057-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600057000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600057000/2025/0000,2026-07-01T17:12:59.583723,PAID,"$2,632.96","$2,632.96",$0.00,PAID,"$2,632.96","$2,632.96",$0.00,"$5,265.92","$5,265.92",$0.00,False,,COLD,0.92
077-600-060-000,77600060000,2594 WARM SPRING LN,2025,0,1110,CS,077-600-060-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600060000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600060000/2025/0000,2026-07-01T17:13:00.297528,PAID,"$2,498.57","$2,498.57",$0.00,PAID,"$2,498.57","$2,498.57",$0.00,"$4,997.14","$4,997.14",$0.00,False,,COLD,0.92
077-600-061-000,77600061000,2598 WARM SPRING LN,2025,0,1110,CS,077-600-061-000,https://common2.mptsweb.com/MBC/shasta/tax/main/077600061000/2025/0000,shasta,2026-07-01T05:19:19.341071,https://common2.mptsweb.com/MBC/shasta/tax/main/077600061000/2025/0000,2026-07-01T17:13:00.973228,PAID,$598.92,$598.92,$0.00,PAID,$598.92,$598.92,$0.00,"$1,197.84","$1,197.84",$0.00,False,,COLD,0.92
078-100-006-000,78100006000,21219 FALLING OAKS LN,2025,0,68000,CS,078-100-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078100006000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/078100006000/2025/0000,2026-07-01T17:13:01.665148,PAID,"$2,300.22","$2,300.22",$0.00,PAID,"$2,300.22","$2,300.22",$0.00,"$4,600.44","$4,600.44",$0.00,False,,COLD,0.92
830-017-713-000,830017713000,21219 FALLING OAKS RD,2025,0,68000,CU,078-100-006-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830017713000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/830017713000/2025/0000,2026-07-01T17:13:02.372662,PAID,$59.83,$59.83,$0.00,Delinquent,$0.00,$0.00,$0.00,$59.83,$59.83,$0.00,True,,HOT,0.85
078-100-007-000,78100007000,21211 FALLING OAKS RD,2025,0,68000,CS,078-100-007-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078100007000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/078100007000/2025/0000,2026-07-01T17:13:03.055032,PAID,"$2,015.37","$2,015.37",$0.00,PAID,"$2,015.37","$2,015.37",$0.00,"$4,030.74","$4,030.74",$0.00,False,,COLD,0.92
078-100-008-000,78100008000,21217 FALLING OAKS RD,2025,0,68000,CS,078-100-008-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078100008000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/078100008000/2025/0000,2026-07-01T17:13:03.733968,PAID,"$1,045.66","$1,045.66",$0.00,PAID,"$1,045.66","$1,045.66",$0.00,"$2,091.32","$2,091.32",$0.00,False,,COLD,0.92
078-100-010-000,78100010000,21149 FALLING OAKS RD,2025,0,68000,CS,078-100-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078100010000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/078100010000/2025/0000,2026-07-01T17:13:04.401470,PAID,"$2,099.42","$2,099.42",$0.00,PAID,"$2,099.42","$2,099.42",$0.00,"$4,198.84","$4,198.84",$0.00,False,,COLD,0.92
910-800-941-000,910800941000,21149 FALLING OAKS RD,2025,0,68000,CS,078-100-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910800941000/2025/0000,shasta,2026-07-01T05:19:28.366086,https://common2.mptsweb.com/MBC/shasta/tax/main/910800941000/2025/0000,2026-07-01T17:13:05.024440,PAID,$218.56,$218.56,$0.00,PAID,$218.56,$218.56,$0.00,$437.12,$437.12,$0.00,False,,COLD,0.92
078-150-014-000,78150014000,,2025,0,68000,CS,078-150-014-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150014000/2025/0000,shasta,2026-07-01T05:19:29.196768,https://common2.mptsweb.com/MBC/shasta/tax/main/078150014000/2025/0000,2026-07-01T17:13:05.720856,PAID,$645.96,$645.96,$0.00,PAID,$645.96,$645.96,$0.00,"$1,291.92","$1,291.92",$0.00,False,,COLD,0.92
078-150-015-000,78150015000,,2025,0,68000,CS,078-150-015-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150015000/2025/0000,shasta,2026-07-01T05:19:29.198289,https://common2.mptsweb.com/MBC/shasta/tax/main/078150015000/2025/0000,2026-07-01T17:13:06.405611,PAID,$351.44,$351.44,$0.00,PAID,$351.44,$351.44,$0.00,$702.88,$702.88,$0.00,False,,COLD,0.92
078-150-016-000,78150016000,,2025,0,68000,CS,078-150-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150016000/2025/0000,shasta,2026-07-01T05:19:29.198289,https://common2.mptsweb.com/MBC/shasta/tax/main/078150016000/2025/0000,2026-07-01T17:13:07.048451,PAID,$403.60,$403.60,$0.00,PAID,$437.60,$437.60,$0.00,$841.20,$841.20,$0.00,False,,COLD,0.92
078-150-020-000,78150020000,20708 OLD ALTURAS RD,2025,0,68000,CS,078-150-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150020000/2025/0000,shasta,2026-07-01T05:19:29.198289,https://common2.mptsweb.com/MBC/shasta/tax/main/078150020000/2025/0000,2026-07-01T17:13:07.848148,PAID,"$2,373.53","$2,373.53",$0.00,PAID,"$2,157.76","$2,157.76",$0.00,"$4,531.29","$4,531.29",$0.00,False,,COLD,0.92
078-150-022-000,78150022000,20860 OLD ALTURAS RD,2025,0,68000,CS,078-150-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150022000/2025/0000,shasta,2026-07-01T05:19:29.198289,https://common2.mptsweb.com/MBC/shasta/tax/main/078150022000/2025/0000,2026-07-01T17:13:08.541529,PAID,"$1,678.99","$1,678.99",$0.00,PAID,"$1,678.99","$1,678.99",$0.00,"$3,357.98","$3,357.98",$0.00,False,,COLD,0.92
078-150-023-000,78150023000,20733 OSAGE LN,2025,0,68000,CS,078-150-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078150023000/2025/0000,shasta,2026-07-01T05:19:29.198289,https://common2.mptsweb.com/MBC/shasta/tax/main/078150023000/2025/0000,2026-07-01T17:13:09.231121,PAID,"$2,987.51","$2,987.51",$0.00,PAID,"$2,987.51","$2,987.51",$0.00,"$5,975.02","$5,975.02",$0.00,False,,COLD,0.92
078-200-009-000,78200009000,11480 SAN LUIS LN,2025,0,68000,CS,078-200-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200009000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200009000/2025/0000,2026-07-01T17:13:10.011132,PAID,"$1,052.30","$1,052.30",$0.00,PAID,"$1,052.30","$1,052.30",$0.00,"$2,104.60","$2,104.60",$0.00,False,,COLD,0.92
830-016-301-000,830016301000,11480 SAN LUIS LN,2025,0,68000,DU,078-200-009-000,https://common2.mptsweb.com/MBC/shasta/tax/main/830016301000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/830016301000/2025/0000,2026-07-01T17:13:11.048566,LATE,$183.39,$0.00,$183.39,Delinquent,$0.00,$0.00,$0.00,$183.39,$0.00,$183.39,True,,HOT,0.85
078-200-010-000,78200010000,11452 SAN LUIS LN,2025,0,68000,CS,078-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200010000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200010000/2025/0000,2026-07-01T17:13:11.958271,PAID,"$1,593.77","$1,593.77",$0.00,PAID,"$1,593.77","$1,593.77",$0.00,"$3,187.54","$3,187.54",$0.00,False,,COLD,0.92
910-807-010-000,910807010000,11452 SAN LUIS LN,2025,0,68000,CS,078-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/910807010000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/910807010000/2025/0000,2026-07-01T17:13:12.521819,PAID,$240.87,$240.87,$0.00,PAID,$240.87,$240.87,$0.00,$481.74,$481.74,$0.00,False,,COLD,0.92
990-185-007-000,990185007000,11452 SAN LUIS LN,2025,0,68000,SS,078-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990185007000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/990185007000/2025/0000,2026-07-01T17:13:13.047707,Delinquent,$0.00,$0.00,$0.00,Delinquent,($12.18),($12.18),$0.00,($12.18),($12.18),$0.00,True,,HOT,0.85
990-185-008-000,990185008000,11452 SAN LUIS LN,2025,0,68000,SS,078-200-010-000,https://common2.mptsweb.com/MBC/shasta/tax/main/990185008000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/990185008000/2025/0000,2026-07-01T17:13:13.619356,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
078-200-016-000,78200016000,20680 WATERLINE RD,2025,0,68000,CS,078-200-016-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200016000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200016000/2025/0000,2026-07-01T17:13:14.267230,PAID,$678.48,$678.48,$0.00,PAID,$678.48,$678.48,$0.00,"$1,356.96","$1,356.96",$0.00,False,,COLD,0.92
078-200-017-000,78200017000,20659 WATERLINE RD,2025,0,68000,CS,078-200-017-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200017000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200017000/2025/0000,2026-07-01T17:13:14.915429,PAID,"$1,537.16","$1,537.16",$0.00,PAID,"$1,537.16","$1,537.16",$0.00,"$3,074.32","$3,074.32",$0.00,False,,COLD,0.92
078-200-018-000,78200018000,,2025,0,68000,CS,078-200-018-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200018000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200018000/2025/0000,2026-07-01T17:13:15.617130,PAID,$591.59,$591.59,$0.00,PAID,$591.59,$591.59,$0.00,"$1,183.18","$1,183.18",$0.00,False,,COLD,0.92
078-200-019-000,78200019000,20708 WATERLINE RD,2025,0,68000,CS,078-200-019-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200019000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200019000/2025/0000,2026-07-01T17:13:16.272029,PAID,"$2,011.31","$2,011.31",$0.00,PAID,"$2,011.31","$2,011.31",$0.00,"$4,022.62","$4,022.62",$0.00,False,,COLD,0.92
078-200-020-000,78200020000,20736 WATERLINE RD,2025,0,68000,CS,078-200-020-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200020000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200020000/2025/0000,2026-07-01T17:13:16.975762,PAID,"$3,480.68","$3,480.68",$0.00,PAID,"$3,480.68","$3,480.68",$0.00,"$6,961.36","$6,961.36",$0.00,False,,COLD,0.92
078-200-021-000,78200021000,,2025,0,68000,CS,078-200-021-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200021000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200021000/2025/0000,2026-07-01T17:13:17.616323,PAID,$498.02,$498.02,$0.00,PAID,$498.02,$498.02,$0.00,$996.04,$996.04,$0.00,False,,COLD,0.92
078-200-022-000,78200022000,20740 RANCHO TRL,2025,0,68000,CS,078-200-022-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200022000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200022000/2025/0000,2026-07-01T17:13:18.270849,PAID,$592.38,$592.38,$0.00,PAID,$592.38,$592.38,$0.00,"$1,184.76","$1,184.76",$0.00,False,,COLD,0.92
078-200-023-000,78200023000,20604 WATERLINE RD,2025,0,68000,CS,078-200-023-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200023000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200023000/2025/0000,2026-07-01T17:13:18.942067,PAID,"$2,852.90","$2,852.90",$0.00,PAID,"$2,852.90","$2,852.90",$0.00,"$5,705.80","$5,705.80",$0.00,False,,COLD,0.92
078-200-024-000,78200024000,20585 WATERLINE RD,2025,0,68000,CS,078-200-024-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200024000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200024000/2025/0000,2026-07-01T17:13:19.664631,LATE,$431.55,$0.00,$431.55,LATE,$452.55,$0.00,$452.55,$884.10,$0.00,$884.10,True,,HOT,0.95
078-200-028-000,78200028000,11424 SONORA TRL,2025,0,68000,CS,078-200-028-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200028000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200028000/2025/0000,2026-07-01T17:13:20.402433,PAID,"$6,628.24","$6,628.24",$0.00,PAID,"$6,628.24","$6,628.24",$0.00,"$13,256.48","$13,256.48",$0.00,False,,COLD,0.92
078-200-029-000,78200029000,,2025,0,68000,CS,078-200-029-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200029000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200029000/2025/0000,2026-07-01T17:13:21.108299,Delinquent,$0.00,$0.00,$0.00,Delinquent,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,True,,HOT,0.85
078-200-030-000,78200030000,11481 SONORA TRL,2025,0,68000,CS,078-200-030-000,https://common2.mptsweb.com/MBC/shasta/tax/main/078200030000/2025/0000,shasta,2026-07-01T05:19:30.116768,https://common2.mptsweb.com/MBC/shasta/tax/main/078200030000/2025/0000,2026-07-01T17:13:21.799879,PAID,"$3,182.11","$3,182.11",$0.00,PAID,"$3,182.11","$3,182.11",$0.00,"$6,364.22","$6,364.22",$0.00,False,,COLD,0.92
